Date;Open;High;Low;Close;Adj Close;Volume;;Date;sentiment_polarity;sentiment_neg;sentiment_neu;sentiment_pos;news_count
23.07.2020;96.99749756;97.07749939;92.01000214;92.84500122;90.79682922;197004400;;10.08.2020;0.991;0.052;0.845;0.103;2
24.07.2020;90.98750305;92.97000122;89.14499664;92.61499786;90.57188416;185438800;;11.08.2020;0.998;0.029;0.827;0.143;1
27.07.2020;93.70999908;94.90499878;93.48000336;94.80999756;92.71846008;121214000;;13.08.2020;0.882;0.055;0.875;0.069;2
28.07.2020;94.36750031;94.55000305;93.24749756;93.25250244;91.19534302;103625600;;18.08.2020;0.921333333;0.032;0.891666667;0.076666667;6
29.07.2020;93.75;95.23000336;93.71250153;95.04000092;92.94338989;90329200;;19.08.2020;0.988;0.067;0.824;0.109;2
30.07.2020;94.1875;96.29750061;93.76750183;96.19000244;94.06803131;158130000;;20.08.2020;-0.908;0.099;0.836;0.065;1
31.07.2020;102.8850021;106.4150009;100.8249969;106.2600021;103.9158859;374336800;;21.08.2020;0.998;0.021;0.9;0.079;1
3.08.2020;108.1999969;111.6374969;107.8925018;108.9375;106.5343094;308151200;;24.08.2020;0.0032;0.0968;0.8346;0.0686;5
4.08.2020;109.1324997;110.7900009;108.3874969;109.6650009;107.2457733;173071600;;25.08.2020;0.991;0.02;0.897;0.084;2
5.08.2020;109.3775024;110.3925018;108.8974991;110.0625;107.6344986;121776800;;27.08.2020;-0.103;0.021;0.962;0.017;2
6.08.2020;110.4049988;114.4124985;109.7975006;113.9024963;111.3897858;202428800;;28.08.2020;0.673666667;0.021333333;0.923666667;0.055333333;3
7.08.2020;113.2050018;113.6750031;110.2925034;111.1125031;108.8572464;198045600;;31.08.2020;0.997;0.06;0.799;0.142;2
10.08.2020;112.5999985;113.7750015;110;112.7275009;110.4394684;212403600;;2.09.2020;0.46925;0.0995;0.78175;0.119;8
11.08.2020;111.9700012;112.4824982;109.1074982;109.375;107.1550217;187902400;;3.09.2020;0.5505;0.0625;0.85825;0.07925;4
12.08.2020;110.4974976;113.2750015;110.2975006;113.0100021;110.7162323;165598000;;4.09.2020;0.3525;0.042;0.90425;0.05375;4
13.08.2020;114.4300003;116.0425034;113.9274979;115.0100021;112.6756516;210082000;;8.09.2020;0.649;0;0.782;0.218;1
14.08.2020;114.8300018;115;113.0449982;114.9075012;112.5752182;165565200;;9.09.2020;0.999666667;0.053;0.786333333;0.160666667;3
17.08.2020;116.0625;116.0875015;113.9625015;114.6074982;112.281311;119561600;;10.09.2020;0.982;0.035;0.86;0.105;1
18.08.2020;114.3525009;116;114.0074997;115.5625;113.2169189;105633600;;11.09.2020;0.78;0.047;0.905;0.048;2
19.08.2020;115.9824982;117.1624985;115.6100006;115.7074966;113.3589783;145538000;;14.09.2020;0.866;0.0305;0.901;0.069;4
20.08.2020;115.75;118.3925018;115.7324982;118.2750015;115.8743896;126907200;;15.09.2020;0.993;0.024;0.856;0.12;1
21.08.2020;119.2624969;124.8675003;119.25;124.3700027;121.8456726;338054800;;16.09.2020;0.975;0.053;0.849;0.098;1
24.08.2020;128.6974945;128.7850037;123.9375;125.8574982;123.3029709;345937600;;17.09.2020;0.9002;0.0214;0.8716;0.107;5
25.08.2020;124.6975021;125.1800003;123.0524979;124.8249969;122.2914047;211495600;;22.09.2020;0.703;0.004;0.973;0.023;1
26.08.2020;126.1800003;126.9925003;125.0824966;126.5224991;123.954483;163022400;;24.09.2020;0.7298;0.0482;0.8914;0.0604;5
27.08.2020;127.1425018;127.4850006;123.8324966;125.0100021;122.4726715;155552400;;28.09.2020;0.984;0.017;0.897;0.085;2
28.08.2020;126.0124969;126.4424973;124.5774994;124.8075027;122.274292;187630000;;29.09.2020;0.560666667;0.060333333;0.872333333;0.067333333;3
31.08.2020;127.5800018;131;126;129.0399933;126.4208755;225702700;;1.10.2020;0.6635;0.032;0.7245;0.2435;4
1.09.2020;132.7599945;134.8000031;130.5299988;134.1799927;131.456543;151948100;;6.10.2020;0.968;0.034;0.837;0.13;1
2.09.2020;137.5899963;137.9799957;127;131.3999939;128.7329712;200119000;;7.10.2020;0.98;0.046;0.85;0.104;1
3.09.2020;126.9100037;128.8399963;120.5;120.8799973;118.426506;257599600;;8.10.2020;0.99;0.042333333;0.857666667;0.100666667;3
4.09.2020;120.0699997;123.6999969;110.8899994;120.9599991;118.5048752;332607200;;9.10.2020;1;0.05;0.769;0.18;1
8.09.2020;113.9499969;118.9899979;112.6800003;112.8199997;110.5301056;231366600;;12.10.2020;0.653333333;0.044333333;0.869;0.086666667;6
9.09.2020;117.2600021;119.1399994;115.2600021;117.3199997;114.9387436;176940500;;13.10.2020;-0.05;0.157;0.731;0.112;2
10.09.2020;120.3600006;120.5;112.5;113.4899979;111.1864853;182274400;;16.10.2020;0.9894;0.0276;0.8514;0.1204;5
11.09.2020;114.5699997;115.2300034;110;112;109.7267532;180860300;;20.10.2020;0.979;0.015;0.902;0.083;1
14.09.2020;114.7200012;115.9300003;112.8000031;115.3600006;113.0185394;140150100;;21.10.2020;0.994;0.0345;0.8695;0.0955;4
15.09.2020;118.3300018;118.8300018;113.6100006;115.5400009;113.1948853;184642000;;22.10.2020;0.202;0.066;0.859;0.076;1
16.09.2020;115.2300034;116;112.0400009;112.1299973;109.8540955;154679000;;23.10.2020;0.994;0.0255;0.8605;0.114;2
17.09.2020;109.7200012;112.1999969;108.7099991;110.3399963;108.1004257;178011000;;24.10.2020;0.63;0.033;0.911;0.056;2
18.09.2020;110.4000015;110.8799973;106.0899963;106.8399963;104.6714706;287104900;;26.10.2020;0.997;0.057;0.843;0.099;2
21.09.2020;104.5400009;110.1900024;103.0999985;110.0800018;107.8457031;195713800;;27.10.2020;0.971;0.021;0.91;0.07;2
22.09.2020;112.6800003;112.8600006;109.1600037;111.8099976;109.540596;183055400;;28.10.2020;0.956;0.017;0.905;0.078;1
23.09.2020;111.6200027;112.1100006;106.7699966;107.1200027;104.9457932;150718700;;29.10.2020;0.986;0.034;0.896;0.07;2
24.09.2020;105.1699982;110.25;105;108.2200012;106.023468;167743300;;30.10.2020;0.3782;0.047;0.8574;0.096;5
25.09.2020;108.4300003;112.4400024;107.6699982;112.2799988;110.0010529;149981400;;2.11.2020;0.4584;0.0872;0.7748;0.1388;5
28.09.2020;115.0100021;115.3199997;112.7799988;114.9599991;112.6266632;137672400;;3.11.2020;0.986;0.011;0.93;0.059;2
29.09.2020;114.5500031;115.3099976;113.5699997;114.0899963;111.7743225;99382200;;9.11.2020;-0.510333333;0.116;0.826;0.057666667;6
30.09.2020;113.7900009;117.2600021;113.6200027;115.8099976;113.4594116;142675200;;10.11.2020;0.993;0.048;0.859;0.093;1
1.10.2020;117.6399994;117.7200012;115.8300018;116.7900009;114.4195251;116120400;;11.11.2020;0.988;0.008;0.929;0.063;3
2.10.2020;112.8899994;115.3700027;112.2200012;113.0199966;110.7260284;144712000;;13.11.2020;0.9925;0.013;0.868;0.1195;2
5.10.2020;113.9100037;116.6500015;113.5500031;116.5;114.1354065;106243800;;14.11.2020;0.977;0.054;0.862;0.083;1
6.10.2020;115.6999969;116.1200027;112.25;113.1600037;110.8631973;161498200;;23.11.2020;0.993;0.019;0.878;0.103;2
7.10.2020;114.6200027;115.5500031;114.1299973;115.0800018;112.7442245;96849000;;25.11.2020;0.865;0.028;0.8845;0.088;2
8.10.2020;116.25;116.4000015;114.5899963;114.9700012;112.6364517;83477200;;28.11.2020;0.976;0.023;0.925;0.052;2
9.10.2020;115.2799988;117;114.9199982;116.9700012;114.5958633;100506900;;30.11.2020;0.06;0.016;0.968;0.017;1
12.10.2020;120.0599976;125.1800003;119.2799988;124.4000015;121.8750687;240226800;;1.12.2020;0.987;0;0.871;0.129;1
13.10.2020;125.2699966;125.3899994;119.6500015;121.0999985;118.6420364;262330500;;4.12.2020;0.987;0.057;0.84;0.102;2
14.10.2020;121;123.0299988;119.6200027;121.1900024;118.730217;150712000;;5.12.2020;0.766;0.022666667;0.900333333;0.077666667;3
15.10.2020;118.7200012;121.1999969;118.1500015;120.7099991;118.2599411;112559200;;6.12.2020;0.844;0.051;0.891;0.058;2
16.10.2020;121.2799988;121.5500031;118.8099976;119.0199966;116.6042633;115393800;;7.12.2020;0.988333333;0.042666667;0.822666667;0.134666667;3
19.10.2020;119.9599991;120.4199982;115.6600037;115.9800034;113.625946;120639300;;9.12.2020;0.988;0.026;0.882;0.092;1
20.10.2020;116.1999969;118.9800034;115.6299973;117.5100021;115.1248932;124423700;;10.12.2020;0.991;0.006;0.9;0.094;2
21.10.2020;116.6699982;118.7099991;116.4499969;116.8700027;114.497879;89946000;;11.12.2020;0.997;0.046;0.846;0.108;2
22.10.2020;117.4499969;118.0400009;114.5899963;115.75;113.4006271;101988000;;14.12.2020;-0.0995;0.085166667;0.850333333;0.0645;6
23.10.2020;116.3899994;116.5500031;114.2799988;115.0400009;112.7050247;82572600;;15.12.2020;0.2174;0.0592;0.8548;0.086;10
26.10.2020;114.0100021;116.5500031;112.8799973;115.0500031;112.7148209;111850700;;16.12.2020;0.923;0.007333333;0.885666667;0.107166667;6
27.10.2020;115.4899979;117.2799988;114.5400009;116.5999985;114.2333832;92276800;;17.12.2020;-0.0015;0.112;0.8195;0.069;4
28.10.2020;115.0500031;115.4300003;111.0999985;111.1999969;108.9429779;143937800;;19.12.2020;-0.917333333;0.095;0.855;0.049666667;6
29.10.2020;112.3700027;116.9300003;112.1999969;115.3199997;112.9793472;146129200;;21.12.2020;-0.883;0.079;0.858;0.063;2
30.10.2020;111.0599976;111.9899979;107.7200012;108.8600006;106.6504745;190272600;;22.12.2020;0.97125;0.0335;0.87375;0.093;4
2.11.2020;109.1100006;110.6800003;107.3199997;108.7699966;106.5622864;122866900;;23.12.2020;0.989666667;0.029;0.862666667;0.1085;6
3.11.2020;109.6600037;111.4899979;108.7300034;110.4400024;108.19841;107624400;;24.12.2020;-0.064;0.0345;0.938;0.027;2
4.11.2020;114.1399994;115.5899963;112.3499985;114.9499969;112.6168671;138235500;;25.12.2020;1;0.026;0.827;0.147;1
5.11.2020;117.9499969;119.6200027;116.8700027;119.0299988;116.6140518;126387100;;28.12.2020;0.507166667;0.006333333;0.914333333;0.079666667;6
6.11.2020;118.3199997;119.1999969;116.1299973;118.6900024;116.4815674;114457900;;29.12.2020;0.875;0;0.711;0.289;1
9.11.2020;120.5;121.9899979;116.0500031;116.3199997;114.1556702;154515300;;30.12.2020;0.9135;0.02325;0.76625;0.2105;4
10.11.2020;115.5500031;117.5899963;114.1299973;115.9700012;113.8121872;138023400;;3.01.2021;0.938;0.017;0.913;0.069;1
11.11.2020;117.1900024;119.6299973;116.4400024;119.4899979;117.2666702;112295000;;4.01.2021;0.963;0.015;0.929;0.056;2
12.11.2020;119.6200027;120.5299988;118.5699997;119.2099991;116.9918747;103162300;;5.01.2021;0.821333333;0.029833333;0.896;0.074166667;6
13.11.2020;119.4400024;119.6699982;117.8700027;119.2600021;117.0409546;81581900;;6.01.2021;0.906;0.0065;0.9025;0.091;2
16.11.2020;118.9199982;120.9899979;118.1500015;120.3000031;118.0615997;91183000;;7.01.2021;0.542666667;0.067666667;0.844333333;0.088;3
17.11.2020;119.5500031;120.6699982;118.9599991;119.3899994;117.1685333;74271000;;8.01.2021;0.94725;0.019125;0.872;0.10875;8
18.11.2020;118.6100006;119.8199997;118;118.0299988;115.8338394;76322100;;9.01.2021;0.9964;0.042;0.8464;0.112;5
19.11.2020;117.5899963;119.0599976;116.8099976;118.6399994;116.4324875;74113000;;12.01.2021;0.918;0.0438;0.8518;0.1046;5
20.11.2020;118.6399994;118.7699966;117.2900009;117.3399963;115.1566696;73604300;;13.01.2021;0.1556;0.0506;0.8898;0.0596;5
23.11.2020;117.1800003;117.6200027;113.75;113.8499985;111.7316284;127959300;;14.01.2021;0.998;0.043;0.820333333;0.137333333;3
24.11.2020;113.9100037;115.8499985;112.5899963;115.1699982;113.0270538;113874200;;15.01.2021;0.860133333;0.0388;0.860333333;0.101;15
25.11.2020;115.5500031;116.75;115.1699982;116.0299988;113.8710709;76499200;;16.01.2021;0.978;0.022;0.879;0.099;1
27.11.2020;116.5699997;117.4899979;116.2200012;116.5899963;114.420639;46691300;;18.01.2021;0.952;0.021;0.886;0.094;2
30.11.2020;116.9700012;120.9700012;116.8099976;119.0500031;116.8348618;169410200;;19.01.2021;0.2394;0.042;0.8744;0.084;5
1.12.2020;121.0100021;123.4700012;120.0100021;122.7200012;120.4365921;127728200;;20.01.2021;0.855;0;0.951;0.049;2
2.12.2020;122.0199966;123.3700027;120.8899994;123.0800018;120.7898941;89004200;;21.01.2021;0.0672;0.0512;0.882;0.0672;5
3.12.2020;123.5199966;123.7799988;122.2099991;122.9400024;120.6524887;78967600;;22.01.2021;0.994875;0.019875;0.87225;0.10775;8
4.12.2020;122.5999985;122.8600006;121.5199966;122.25;119.9753265;78260400;;24.01.2021;0.11875;0.0265;0.88225;0.091;4
7.12.2020;122.3099976;124.5699997;122.25;123.75;121.4474106;86712000;;25.01.2021;0.609875;0.05175;0.876125;0.072125;8
8.12.2020;124.3700027;124.9800034;123.0899963;124.3799973;122.0657043;82225500;;26.01.2021;0.958285714;0.025142857;0.847;0.127571429;7
9.12.2020;124.5299988;125.9499969;121;121.7799988;119.5140762;115089200;;27.01.2021;0.996;0.031;0.836;0.133;4
10.12.2020;120.5;123.8700027;120.1500015;123.2399979;120.9468994;81312200;;28.01.2021;0.5235;0.047;0.84225;0.11075;8
11.12.2020;122.4300003;122.7600021;120.5500031;122.4100037;120.1323318;86939800;;29.01.2021;0.4322;0.0802;0.8524;0.0678;5
14.12.2020;122.5999985;123.3499985;121.5400009;121.7799988;119.5140762;79184500;;1.02.2021;0.991;0.004;0.892;0.104;2
15.12.2020;124.3399963;127.9000015;124.1299973;127.8799973;125.5005722;157243700;;2.02.2021;0.37075;0.06875;0.85525;0.0755;4
16.12.2020;127.4100037;128.3699951;126.5599976;127.8099976;125.4318848;98208600;;3.02.2021;0.925;0.0075;0.8665;0.126;2
17.12.2020;128.8999939;129.5800018;128.0399933;128.6999969;126.3053207;94359800;;4.02.2021;0.9988;0.0198;0.8524;0.1282;5
18.12.2020;128.9600067;129.1000061;126.1200027;126.6600037;124.3032837;192541500;;5.02.2021;0.76675;0.029;0.845;0.126;8
21.12.2020;125.0199966;128.3099976;123.4499969;128.2299957;125.8440475;121251600;;7.02.2021;0.99;0.0195;0.8535;0.127;4
22.12.2020;131.6100006;134.4100037;129.6499939;131.8800049;129.4261475;168904800;;8.02.2021;0.494411765;0.032352941;0.884294118;0.083294118;17
23.12.2020;132.1600037;132.4299927;130.7799988;130.9600067;128.5233002;88223700;;9.02.2021;0.301666667;0.076666667;0.868666667;0.054666667;6
24.12.2020;131.3200073;133.4600067;131.1000061;131.9700012;129.5144501;54930100;;10.02.2021;0.865444444;0.029333333;0.874111111;0.096777778;9
28.12.2020;133.9900055;137.3399963;133.5099945;136.6900024;134.1466064;124486200;;11.02.2021;0.997;0.015888889;0.879666667;0.104222222;9
29.12.2020;138.0500031;138.7899933;134.3399963;134.8699951;132.3605042;121047300;;12.02.2021;0.982;0.081;0.809;0.111;1
30.12.2020;135.5800018;135.9900055;133.3999939;133.7200012;131.2318878;96452100;;13.02.2021;0.74175;0.0185;0.8535;0.128;4
31.12.2020;134.0800018;134.7400055;131.7200012;132.6900024;130.2210846;99116600;;14.02.2021;1;0.024;0.853;0.123;2
4.01.2021;133.5200043;133.6100006;126.7600021;129.4100037;127.0021439;143301900;;15.02.2021;0.2335;0.023;0.9025;0.0745;2
5.01.2021;128.8899994;131.7400055;128.4299927;131.0099945;128.5723267;97664900;;16.02.2021;0.7665;0;0.8395;0.1605;2
6.01.2021;127.7200012;131.0500031;126.3799973;126.5999985;124.2443848;155088000;;17.02.2021;0.8567;0.0337;0.8617;0.105;10
7.01.2021;128.3600006;131.6300049;127.8600006;130.9199982;128.4840088;109578200;;18.02.2021;0.176090909;0.065727273;0.869454545;0.065;11
8.01.2021;132.4299927;132.6300049;130.2299957;132.0500031;129.5929718;105158200;;19.02.2021;0.067153846;0.034076923;0.898153846;0.068076923;13
11.01.2021;129.1900024;130.1699982;128.5;128.9799957;126.5800934;100384500;;20.02.2021;0.7334;0.0072;0.8548;0.138;5
12.01.2021;128.5;129.6900024;126.8600006;128.8000031;126.4034348;91951100;;21.02.2021;0.723;0;0.76;0.24;1
13.01.2021;128.7599945;131.4499969;128.4900055;130.8899994;128.4545746;88636800;;22.02.2021;0.4157;0.0382;0.878;0.0838;10
14.01.2021;130.8000031;131;128.7599945;128.9100037;126.5113831;90221800;;23.02.2021;0.271375;0.118875;0.791125;0.089875;8
15.01.2021;128.7799988;130.2200012;127;127.1399994;124.7743225;111598500;;24.02.2021;0.4972;0.0136;0.947;0.0394;5
19.01.2021;127.7799988;128.7100067;126.9400024;127.8300018;125.4514999;90757300;;25.02.2021;0.7091;0.0461;0.8361;0.1179;10
20.01.2021;128.6600037;132.4900055;128.5500031;132.0299988;129.573349;104319500;;26.02.2021;0.599388889;0.041333333;0.843166667;0.115277778;18
21.01.2021;133.8000031;139.6699982;133.5899963;136.8699951;134.3232574;120150900;;27.02.2021;0.605666667;0.009666667;0.871;0.119;3
22.01.2021;136.2799988;139.8500061;135.0200043;139.0700073;136.4823761;114459400;;1.03.2021;0.782125;0.009375;0.810875;0.17975;8
25.01.2021;143.0700073;145.0899963;136.5399933;142.9199982;140.2607117;157611700;;2.03.2021;0.812642857;0.047142857;0.861857143;0.090928571;14
26.01.2021;143.6000061;144.3000031;141.3699951;143.1600037;140.4962769;98390600;;3.03.2021;0.1592;0.097;0.7614;0.1416;5
27.01.2021;143.4299927;144.3000031;140.4100037;142.0599976;139.4167328;140843800;;4.03.2021;0.826153846;0.034923077;0.852153846;0.113076923;13
28.01.2021;139.5200043;141.9900055;136.6999969;137.0899963;134.5391998;142621100;;5.03.2021;0.729666667;0.030111111;0.857944444;0.111833333;18
29.01.2021;135.8300018;136.7400055;130.2100067;131.9600067;129.5046387;177523800;;6.03.2021;0.277;0.102;0.806;0.092;2
1.02.2021;133.75;135.3800049;130.9299927;134.1399994;131.6440735;106239800;;7.03.2021;0.87;0.0115;0.8155;0.173;2
2.02.2021;135.7299957;136.3099976;134.6100006;134.9900055;132.4782715;83305400;;8.03.2021;0.4795;0.030833333;0.87475;0.094416667;12
3.02.2021;135.7599945;135.7700043;133.6100006;133.9400024;131.4478302;89880900;;9.03.2021;0.615125;0.0135625;0.874375;0.1119375;16
4.02.2021;136.3000031;137.3999939;134.5899963;137.3899994;134.8336182;84183100;;10.03.2021;0.677619048;0.026761905;0.867761905;0.10552381;21
5.02.2021;137.3500061;137.4199982;135.8600006;136.7599945;134.4159241;75693800;;11.03.2021;0.726866667;0.021;0.879466667;0.099466667;15
8.02.2021;136.0299988;136.9600067;134.9199982;136.9100037;134.5633087;71297200;;12.03.2021;0.729545455;0.029454545;0.869636364;0.101;11
9.02.2021;136.6199951;137.8800049;135.8500061;136.0099945;133.6787567;76774200;;13.03.2021;0.8152;0.0256;0.8588;0.1155;10
10.02.2021;136.4799957;136.9900055;134.3999939;135.3899994;133.0693817;73046600;;14.03.2021;0.812166667;0.032833333;0.811166667;0.156;6
11.02.2021;135.8999939;136.3899994;133.7700043;135.1300049;132.8138428;64280000;;15.03.2021;0.6512;0.042133333;0.8716;0.0864;15
12.02.2021;134.3500061;135.5299988;133.6900024;135.3699951;133.0497284;60145100;;16.03.2021;0.46240625;0.051625;0.869875;0.0785;32
16.02.2021;135.4900055;136.0099945;132.7899933;133.1900024;130.907074;80576300;;17.03.2021;0.233444444;0.052777778;0.865074074;0.082185185;27
17.02.2021;131.25;132.2200012;129.4700012;130.8399963;128.5973663;97918500;;18.03.2021;0.728818182;0.024545455;0.876363636;0.099181818;22
18.02.2021;129.1999969;130;127.4100037;129.7100067;127.4867477;96856700;;19.03.2021;0.515807692;0.031807692;0.886076923;0.082076923;26
19.02.2021;130.2400055;130.7100067;128.8000031;129.8699951;127.6439819;87668800;;20.03.2021;0.293857143;0.074285714;0.854857143;0.071;14
22.02.2021;128.0099945;129.7200012;125.5999985;126;123.8403244;103916400;;21.03.2021;0.28825;0.0675;0.871;0.06125;8
23.02.2021;123.7600021;126.7099991;118.3899994;125.8600006;123.7027283;158273000;;22.03.2021;0.579205882;0.041647059;0.868088235;0.090264706;34
24.02.2021;124.9400024;125.5599976;122.2300034;125.3499985;123.2014618;111039900;;23.03.2021;0.636777778;0.024888889;0.889777778;0.085222222;18
25.02.2021;124.6800003;126.4599991;120.5400009;120.9899979;118.9161987;148199500;;24.03.2021;0.458047619;0.044952381;0.87052381;0.08452381;21
26.02.2021;122.5899963;124.8499985;121.1999969;121.2600021;119.1815796;164560400;;25.03.2021;0.781736842;0.019947368;0.879947368;0.100105263;19
1.03.2021;123.75;127.9300003;122.7900009;127.7900009;125.5996475;116307900;;26.03.2021;0.708966667;0.024133333;0.888466667;0.087366667;30
2.03.2021;128.4100037;128.7200012;125.0100021;125.1200027;122.9754181;102260900;;27.03.2021;0.7049;0.0084;0.8504;0.1412;10
3.03.2021;124.8099976;125.7099991;121.8399963;122.0599976;119.9678574;112966300;;28.03.2021;0.525333333;0.023666667;0.899666667;0.076833333;6
4.03.2021;121.75;123.5999985;118.6200027;120.1299973;118.0709381;178155000;;29.03.2021;0.492181818;0.0325;0.877636364;0.089818182;22
5.03.2021;120.9800034;121.9400024;117.5699997;121.4199982;119.338829;153766600;;30.03.2021;0.405825;0.031625;0.88835;0.08;40
8.03.2021;120.9300003;121;116.2099991;116.3600006;114.3655701;154376600;;31.03.2021;0.58268;0.02704;0.88974;0.0831;50
9.03.2021;119.0299988;122.0599976;118.7900009;121.0899963;119.0144806;129525800;;1.04.2021;0.721321429;0.018571429;0.888535714;0.092892857;28
10.03.2021;121.6900024;122.1699982;119.4499969;119.9800034;117.9235153;111943300;;2.04.2021;0.648857143;0.032214286;0.852071429;0.115571429;14
11.03.2021;122.5400009;123.2099991;121.2600021;121.9599991;119.8695831;103026500;;3.04.2021;0.979;0.075;0.818;0.107;1
12.03.2021;120.4000015;121.1699982;119.1600037;121.0299988;118.955513;88105100;;4.04.2021;0.537333333;0.05;0.876;0.073666667;3
15.03.2021;121.4100037;124;120.4199982;123.9899979;121.8647766;92403800;;5.04.2021;0.733814815;0.028185185;0.835185185;0.136555556;27
16.03.2021;125.6999969;127.2200012;124.7200012;125.5699997;123.4177094;115227900;;6.04.2021;0.573714286;0.035666667;0.839761905;0.124714286;21
17.03.2021;124.0500031;125.8600006;122.3399963;124.7600021;122.621582;111932600;;7.04.2021;0.505916667;0.036166667;0.874625;0.089208333;24
18.03.2021;122.8799973;123.1800003;120.3199997;120.5299988;118.4640656;121229700;;8.04.2021;0.201714286;0.036095238;0.891238095;0.072785714;42
19.03.2021;119.9000015;121.4300003;119.6800003;119.9899979;117.933342;185549500;;9.04.2021;0.500068966;0.022206897;0.860344828;0.117517241;29
22.03.2021;120.3300018;123.8700027;120.2600021;123.3899994;121.2750626;111912300;;10.04.2021;0.61925;0.03;0.8825;0.0875;4
23.03.2021;123.3300018;124.2399979;122.1399994;122.5400009;120.4396362;95467100;;11.04.2021;0.220833333;0.022833333;0.896;0.081166667;6
24.03.2021;122.8199997;122.9000015;120.0699997;120.0899963;118.0316315;88530500;;12.04.2021;0.690827586;0.022275862;0.897517241;0.080241379;29
25.03.2021;119.5400009;121.6600037;119;120.5899963;118.5230484;98844700;;13.04.2021;0.56464;0.02948;0.90612;0.06436;25
26.03.2021;120.3499985;121.4800034;118.9199982;121.2099991;119.132431;94071200;;14.04.2021;0.498916667;0.021541667;0.891916667;0.0865;24
29.03.2021;121.6500015;122.5800018;120.7300034;121.3899994;119.3093338;80819200;;15.04.2021;0.6219;0.0182;0.8915;0.09025;20
30.03.2021;120.1100006;120.4000015;118.8600006;119.9000015;117.8448868;85671900;;16.04.2021;0.521190476;0.030142857;0.864666667;0.105095238;21
31.03.2021;121.6500015;123.5199966;121.1500015;122.1500015;120.0563202;118323800;;17.04.2021;0.633428571;0.018714286;0.860285714;0.121142857;7
1.04.2021;123.6600037;124.1800003;122.4899979;123;120.8917465;75089100;;18.04.2021;0.549166667;0.035;0.809333333;0.155833333;6
5.04.2021;123.8700027;126.1600037;123.0699997;125.9000015;123.7420425;88651200;;19.04.2021;0.342814815;0.038888889;0.862148148;0.099074074;27
6.04.2021;126.5;127.1299973;125.6500015;126.2099991;124.0467224;80171300;;20.04.2021;0.635229508;0.02395082;0.896442623;0.079557377;61
7.04.2021;125.8300018;127.9199982;125.1399994;127.9000015;125.7077637;83466700;;21.04.2021;0.182160714;0.045803571;0.886535714;0.067625;56
8.04.2021;128.9499969;130.3899994;128.5200043;130.3600006;128.1255798;88844600;;22.04.2021;0.497233333;0.0495;0.854833333;0.095666667;30
9.04.2021;129.8000031;133.0399933;129.4700012;133;130.7203369;106686700;;23.04.2021;0.721227273;0.033681818;0.867068182;0.09925;44
12.04.2021;132.5200043;132.8500061;130.6300049;131.2400055;128.9905396;91420000;;24.04.2021;0.560571429;0.014571429;0.850571429;0.135;7
13.04.2021;132.4400024;134.6600037;131.9299927;134.4299927;132.1258087;91266500;;25.04.2021;0.198636364;0.027636364;0.891909091;0.080545455;11
14.04.2021;134.9400024;135;131.6600037;132.0299988;129.7669678;87222800;;26.04.2021;0.481803922;0.033117647;0.880803922;0.086098039;51
15.04.2021;133.8200073;135;133.6399994;134.5;132.1946259;89347100;;27.04.2021;0.50536;0.0277;0.88936;0.083;50
16.04.2021;134.3000031;134.6699982;133.2799988;134.1600037;131.8604889;84922400;;28.04.2021;0.607364706;0.026435294;0.874552941;0.098976471;85
19.04.2021;133.5099945;135.4700012;133.3399963;134.8399963;132.5287781;94264200;;29.04.2021;0.5173;0.03196;0.87664;0.09145;100
20.04.2021;135.0200043;135.5299988;131.8099976;133.1100006;130.8284302;94812300;;30.04.2021;0.21304918;0.067704918;0.858590164;0.073655738;61
21.04.2021;132.3600006;133.75;131.3000031;133.5;131.211792;68847100;;1.05.2021;0.351246154;0.023723077;0.910246154;0.066061538;65
22.04.2021;133.0399933;134.1499939;131.4100037;131.9400024;129.6785126;84566500;;2.05.2021;0.169142857;0.049928571;0.883428571;0.066642857;14
23.04.2021;132.1600037;135.1199951;132.1600037;134.3200073;132.0177307;78657500;;3.05.2021;0.45838;0.04152;0.86278;0.09566;50
26.04.2021;134.8300018;135.0599976;133.5599976;134.7200012;132.4108582;66905100;;4.05.2021;0.430727273;0.043151515;0.868454545;0.088484848;33
27.04.2021;135.0099945;135.4100037;134.1100006;134.3899994;132.0865326;66015800;;5.05.2021;0.637464286;0.034214286;0.855535714;0.110357143;28
28.04.2021;134.3099976;135.0200043;133.0800018;133.5800018;131.2904358;107760100;;6.05.2021;0.655107143;0.042178571;0.858785714;0.098964286;28
29.04.2021;136.4700012;137.0700073;132.4499969;133.4799957;131.1921082;151101000;;7.05.2021;0.50237037;0.040407407;0.866925926;0.092666667;27
30.04.2021;131.7799988;133.5599976;131.0700073;131.4600067;129.2067261;109839500;;8.05.2021;0.491142857;0.02;0.866714286;0.113428571;7
3.05.2021;132.0399933;134.0700073;131.8300018;132.5399933;130.2681885;75135100;;9.05.2021;0.9564;0.0078;0.8594;0.1334;5
4.05.2021;131.1900024;131.4900055;126.6999969;127.8499985;125.6586304;137564700;;10.05.2021;0.6675;0.025388889;0.849666667;0.125;18
5.05.2021;129.1999969;130.4499969;127.9700012;128.1000061;125.9043274;84000900;;11.05.2021;0.092290323;0.088129032;0.855612903;0.056225806;31
6.05.2021;127.8899994;129.75;127.1299973;129.7400055;127.5162201;78128300;;12.05.2021;0.212103448;0.062793103;0.855241379;0.082068966;29
